vintage,census region,technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2001,68,8,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2001,69,8,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2002,66,8,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2002,67,8,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2002,68,8,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2002,69,8,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2003,66,8,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2003,67,8,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2003,68,8,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2003,69,8,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2004,66,8,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2004,67,8,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2004,68,8,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2004,69,8,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2005,66,8,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2005,67,8,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2005,68,8,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2005,69,8,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2006,66,8,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2006,67,8,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2006,68,8,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2006,69,8,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2007,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2007,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2007,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2007,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2008,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2008,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2008,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2008,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2009,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2009,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2009,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2009,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2010,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2010,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2010,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2010,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2011,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2011,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2011,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2011,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2012,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2012,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2012,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2012,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151,182.673619151
2013,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151
2013,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151
2013,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151
2013,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151,182.673619151
2014,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151
2014,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151
2014,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151
2014,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151,182.673619151
2015,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151
2015,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151
2015,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151
2015,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151,182.673619151
2016,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151
2016,67,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151
2016,68,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151
2016,69,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.673619151
