census region,air conditioning type,housing types,technology,vintage,value
67,64,29,73,2012,0.0
67,64,29,73,2013,0.0
67,64,29,73,2014,0.0
67,64,29,73,2015,0.0
67,64,29,73,2016,0.0
67,64,30,42,2000,0.0
67,64,30,42,2001,0.0
67,64,30,42,2002,0.0
67,64,30,42,2003,0.0
67,64,30,42,2004,0.0
67,64,30,42,2005,0.0
67,64,30,42,2006,0.0
67,64,30,42,2007,0.0
67,64,30,42,2008,0.0
67,64,30,42,2009,0.0
67,64,30,42,2010,0.0
67,64,30,42,2011,0.0
67,64,30,42,2012,0.0
67,64,30,42,2013,0.0
67,64,30,42,2014,0.0
67,64,30,42,2015,0.0
67,64,30,42,2016,0.0
67,64,30,44,2000,0.0
67,64,30,44,2001,0.0
67,64,30,44,2002,0.0
67,64,30,44,2003,0.0
67,64,30,44,2004,0.0
67,64,30,44,2005,0.0
67,64,30,44,2006,0.0
67,64,30,44,2007,0.0
67,64,30,44,2008,0.0
67,64,30,44,2009,0.0
67,64,30,44,2010,0.0
67,64,30,44,2011,0.0
67,64,30,44,2012,0.0
67,64,30,44,2013,0.0
67,64,30,44,2014,0.0
67,64,30,44,2015,0.0
67,64,30,44,2016,0.0
67,64,30,45,2000,0.0
67,64,30,45,2001,0.0
67,64,30,45,2002,0.0
67,64,30,45,2003,0.0
67,64,30,45,2004,0.0
67,64,30,45,2005,0.0
67,64,30,45,2006,0.0
67,64,30,45,2007,0.0
67,64,30,45,2008,0.0
67,64,30,45,2009,0.0
67,64,30,45,2010,0.0
67,64,30,45,2011,0.0
67,64,30,45,2012,0.0
67,64,30,45,2013,0.0
67,64,30,45,2014,0.0
67,64,30,45,2015,0.0
67,64,30,45,2016,0.0
67,64,30,72,2000,0.0
67,64,30,72,2001,0.0
67,64,30,72,2002,0.0
67,64,30,72,2003,0.0
67,64,30,72,2004,0.0
67,64,30,72,2005,0.0
67,64,30,72,2006,0.0
67,64,30,72,2007,0.0
67,64,30,72,2008,0.0
67,64,30,72,2009,0.0
67,64,30,72,2010,0.0
67,64,30,72,2011,0.0
67,64,30,72,2012,0.0
67,64,30,72,2013,0.0
67,64,30,72,2014,0.0
67,64,30,72,2015,0.0
67,64,30,72,2016,0.0
67,64,30,73,2000,0.0
67,64,30,73,2001,0.0
67,64,30,73,2002,0.0
67,64,30,73,2003,0.0
67,64,30,73,2004,0.0
67,64,30,73,2005,0.0
67,64,30,73,2006,0.0
67,64,30,73,2007,0.0
67,64,30,73,2008,0.0
67,64,30,73,2009,0.0
67,64,30,73,2010,0.0
67,64,30,73,2011,0.0
67,64,30,73,2012,0.0
67,64,30,73,2013,0.0
67,64,30,73,2014,0.0
67,64,30,73,2015,0.0
67,64,30,73,2016,0.0
68,63,28,42,2000,0.0
68,63,28,42,2001,0.0
68,63,28,42,2002,0.0
68,63,28,42,2003,0.0
68,63,28,42,2004,0.0
68,63,28,42,2005,0.0
68,63,28,42,2006,0.0
68,63,28,42,2007,0.0
68,63,28,42,2008,0.0
68,63,28,42,2009,0.0
68,63,28,42,2010,0.0
68,63,28,42,2011,0.0
68,63,28,42,2012,0.0
68,63,28,42,2013,0.0
68,63,28,42,2014,0.0
68,63,28,42,2015,0.0
68,63,28,42,2016,0.0
68,63,28,44,2000,0.0
68,63,28,44,2001,0.0
68,63,28,44,2002,0.0
68,63,28,44,2003,0.0
68,63,28,44,2004,0.0
68,63,28,44,2005,0.0
68,63,28,44,2006,0.0
68,63,28,44,2007,0.0
68,63,28,44,2008,0.0
68,63,28,44,2009,0.0
68,63,28,44,2010,0.0
68,63,28,44,2011,0.0
68,63,28,44,2012,0.0
68,63,28,44,2013,0.0
68,63,28,44,2014,0.0
68,63,28,44,2015,0.0
68,63,28,44,2016,0.0
68,63,28,45,2000,0.0
68,63,28,45,2001,0.0
68,63,28,45,2002,0.0
68,63,28,45,2003,0.0
68,63,28,45,2004,0.0
68,63,28,45,2005,0.0
68,63,28,45,2006,0.0
68,63,28,45,2007,0.0
68,63,28,45,2008,0.0
68,63,28,45,2009,0.0
68,63,28,45,2010,0.0
68,63,28,45,2011,0.0
68,63,28,45,2012,0.0
68,63,28,45,2013,0.0
68,63,28,45,2014,0.0
68,63,28,45,2015,0.0
68,63,28,45,2016,0.0
68,63,28,72,2000,0.0
68,63,28,72,2001,0.0
68,63,28,72,2002,0.0
68,63,28,72,2003,0.0
68,63,28,72,2004,0.0
68,63,28,72,2005,0.0
68,63,28,72,2006,0.0
68,63,28,72,2007,0.0
68,63,28,72,2008,0.0
68,63,28,72,2009,0.0
68,63,28,72,2010,0.0
68,63,28,72,2011,0.0
68,63,28,72,2012,0.0
68,63,28,72,2013,0.0
68,63,28,72,2014,0.0
68,63,28,72,2015,0.0
68,63,28,72,2016,0.0
68,63,28,73,2000,0.0
68,63,28,73,2001,0.0
68,63,28,73,2002,0.0
68,63,28,73,2003,0.0
68,63,28,73,2004,0.0
68,63,28,73,2005,0.0
68,63,28,73,2006,0.0
68,63,28,73,2007,0.0
68,63,28,73,2008,0.0
68,63,28,73,2009,0.0
68,63,28,73,2010,0.0
68,63,28,73,2011,0.0
68,63,28,73,2012,0.0
68,63,28,73,2013,0.0
68,63,28,73,2014,0.0
68,63,28,73,2015,0.0
68,63,28,73,2016,0.0
68,63,29,42,2000,0.0
68,63,29,42,2001,0.0
68,63,29,42,2002,0.0
68,63,29,42,2003,0.0
68,63,29,42,2004,0.0
68,63,29,42,2005,0.0
68,63,29,42,2006,0.0
68,63,29,42,2007,0.0
68,63,29,42,2008,0.0
68,63,29,42,2009,0.0
68,63,29,42,2010,0.0
68,63,29,42,2011,0.0
68,63,29,42,2012,0.0
68,63,29,42,2013,0.0
68,63,29,42,2014,0.0
68,63,29,42,2015,0.0
68,63,29,42,2016,0.0
68,63,29,44,2000,0.0
68,63,29,44,2001,0.0
68,63,29,44,2002,0.0
68,63,29,44,2003,0.0
68,63,29,44,2004,0.0
68,63,29,44,2005,0.0
68,63,29,44,2006,0.0
68,63,29,44,2007,0.0
68,63,29,44,2008,0.0
68,63,29,44,2009,0.0
68,63,29,44,2010,0.0
68,63,29,44,2011,0.0
68,63,29,44,2012,0.0
68,63,29,44,2013,0.0
68,63,29,44,2014,0.0
68,63,29,44,2015,0.0
68,63,29,44,2016,0.0
68,63,29,45,2000,0.0
68,63,29,45,2001,0.0
68,63,29,45,2002,0.0
68,63,29,45,2003,0.0
68,63,29,45,2004,0.0
68,63,29,45,2005,0.0
68,63,29,45,2006,0.0
68,63,29,45,2007,0.0
68,63,29,45,2008,0.0
68,63,29,45,2009,0.0
68,63,29,45,2010,0.0
68,63,29,45,2011,0.0
68,63,29,45,2012,0.0
68,63,29,45,2013,0.0
68,63,29,45,2014,0.0
68,63,29,45,2015,0.0
68,63,29,45,2016,0.0
68,63,29,72,2000,0.0
68,63,29,72,2001,0.0
68,63,29,72,2002,0.0
68,63,29,72,2003,0.0
68,63,29,72,2004,0.0
68,63,29,72,2005,0.0
68,63,29,72,2006,0.0
68,63,29,72,2007,0.0
68,63,29,72,2008,0.0
68,63,29,72,2009,0.0
68,63,29,72,2010,0.0
68,63,29,72,2011,0.0
68,63,29,72,2012,0.0
68,63,29,72,2013,0.0
68,63,29,72,2014,0.0
68,63,29,72,2015,0.0
68,63,29,72,2016,0.0
68,63,29,73,2000,0.0
68,63,29,73,2001,0.0
68,63,29,73,2002,0.0
68,63,29,73,2003,0.0
68,63,29,73,2004,0.0
68,63,29,73,2005,0.0
68,63,29,73,2006,0.0
68,63,29,73,2007,0.0
68,63,29,73,2008,0.0
68,63,29,73,2009,0.0
68,63,29,73,2010,0.0
68,63,29,73,2011,0.0
68,63,29,73,2012,0.0
68,63,29,73,2013,0.0
68,63,29,73,2014,0.0
68,63,29,73,2015,0.0
68,63,29,73,2016,0.0
68,63,30,42,2000,0.0
68,63,30,42,2001,0.0
68,63,30,42,2002,0.0
68,63,30,42,2003,0.0
68,63,30,42,2004,0.0
68,63,30,42,2005,0.0
68,63,30,42,2006,0.0
68,63,30,42,2007,0.0
68,63,30,42,2008,0.0
68,63,30,42,2009,0.0
68,63,30,42,2010,0.0
68,63,30,42,2011,0.0
68,63,30,42,2012,0.0
68,63,30,42,2013,0.0
68,63,30,42,2014,0.0
68,63,30,42,2015,0.0
68,63,30,42,2016,0.0
68,63,30,44,2000,0.0
68,63,30,44,2001,0.0
68,63,30,44,2002,0.0
68,63,30,44,2003,0.0
68,63,30,44,2004,0.0
68,63,30,44,2005,0.0
68,63,30,44,2006,0.0
68,63,30,44,2007,0.0
68,63,30,44,2008,0.0
68,63,30,44,2009,0.0
68,63,30,44,2010,0.0
68,63,30,44,2011,0.0
68,63,30,44,2012,0.0
68,63,30,44,2013,0.0
68,63,30,44,2014,0.0
68,63,30,44,2015,0.0
68,63,30,44,2016,0.0
68,63,30,45,2000,0.0
68,63,30,45,2001,0.0
68,63,30,45,2002,0.0
68,63,30,45,2003,0.0
68,63,30,45,2004,0.0
68,63,30,45,2005,0.0
68,63,30,45,2006,0.0
68,63,30,45,2007,0.0
68,63,30,45,2008,0.0
68,63,30,45,2009,0.0
68,63,30,45,2010,0.0
68,63,30,45,2011,0.0
68,63,30,45,2012,0.0
68,63,30,45,2013,0.0
68,63,30,45,2014,0.0
68,63,30,45,2015,0.0
68,63,30,45,2016,0.0
68,63,30,72,2000,0.0
68,63,30,72,2001,0.0
68,63,30,72,2002,0.0
68,63,30,72,2003,0.0
68,63,30,72,2004,0.0
68,63,30,72,2005,0.0
68,63,30,72,2006,0.0
68,63,30,72,2007,0.0
68,63,30,72,2008,0.0
68,63,30,72,2009,0.0
68,63,30,72,2010,0.0
68,63,30,72,2011,0.0
68,63,30,72,2012,0.0
68,63,30,72,2013,0.0
68,63,30,72,2014,0.0
68,63,30,72,2015,0.0
68,63,30,72,2016,0.0
68,63,30,73,2000,0.0
68,63,30,73,2001,0.0
68,63,30,73,2002,0.0
68,63,30,73,2003,0.0
68,63,30,73,2004,0.0
68,63,30,73,2005,0.0
68,63,30,73,2006,0.0
68,63,30,73,2007,0.0
68,63,30,73,2008,0.0
68,63,30,73,2009,0.0
68,63,30,73,2010,0.0
68,63,30,73,2011,0.0
68,63,30,73,2012,0.0
68,63,30,73,2013,0.0
68,63,30,73,2014,0.0
68,63,30,73,2015,0.0
68,63,30,73,2016,0.0
68,64,28,42,2000,0.0
68,64,28,42,2001,0.0
68,64,28,42,2002,0.0
68,64,28,42,2003,0.0
68,64,28,42,2004,0.0
68,64,28,42,2005,0.0
68,64,28,42,2006,0.0
68,64,28,42,2007,0.0
68,64,28,42,2008,0.0
68,64,28,42,2009,0.0
68,64,28,42,2010,0.0
68,64,28,42,2011,0.0
68,64,28,42,2012,0.0
68,64,28,42,2013,0.0
68,64,28,42,2014,0.0
68,64,28,42,2015,0.0
68,64,28,42,2016,0.0
68,64,28,44,2000,0.0
68,64,28,44,2001,0.0
68,64,28,44,2002,0.0
68,64,28,44,2003,0.0
68,64,28,44,2004,0.0
68,64,28,44,2005,0.0
68,64,28,44,2006,0.0
68,64,28,44,2007,0.0
68,64,28,44,2008,0.0
68,64,28,44,2009,0.0
68,64,28,44,2010,0.0
68,64,28,44,2011,0.0
68,64,28,44,2012,0.0
68,64,28,44,2013,0.0
68,64,28,44,2014,0.0
68,64,28,44,2015,0.0
68,64,28,44,2016,0.0
68,64,28,45,2000,0.0
68,64,28,45,2001,0.0
68,64,28,45,2002,0.0
68,64,28,45,2003,0.0
68,64,28,45,2004,0.0
68,64,28,45,2005,0.0
68,64,28,45,2006,0.0
68,64,28,45,2007,0.0
68,64,28,45,2008,0.0
68,64,28,45,2009,0.0
68,64,28,45,2010,0.0
68,64,28,45,2011,0.0
68,64,28,45,2012,0.0
68,64,28,45,2013,0.0
68,64,28,45,2014,0.0
68,64,28,45,2015,0.0
68,64,28,45,2016,0.0
68,64,28,72,2000,0.0
68,64,28,72,2001,0.0
68,64,28,72,2002,0.0
68,64,28,72,2003,0.0
68,64,28,72,2004,0.0
68,64,28,72,2005,0.0
68,64,28,72,2006,0.0
68,64,28,72,2007,0.0
68,64,28,72,2008,0.0
68,64,28,72,2009,0.0
68,64,28,72,2010,0.0
68,64,28,72,2011,0.0
68,64,28,72,2012,0.0
68,64,28,72,2013,0.0
68,64,28,72,2014,0.0
68,64,28,72,2015,0.0
68,64,28,72,2016,0.0
68,64,28,73,2000,0.0
68,64,28,73,2001,0.0
68,64,28,73,2002,0.0
68,64,28,73,2003,0.0
68,64,28,73,2004,0.0
68,64,28,73,2005,0.0
68,64,28,73,2006,0.0
68,64,28,73,2007,0.0
68,64,28,73,2008,0.0
68,64,28,73,2009,0.0
68,64,28,73,2010,0.0
68,64,28,73,2011,0.0
68,64,28,73,2012,0.0
68,64,28,73,2013,0.0
68,64,28,73,2014,0.0
68,64,28,73,2015,0.0
68,64,28,73,2016,0.0
68,64,29,42,2000,0.0
68,64,29,42,2001,0.0
68,64,29,42,2002,0.0
68,64,29,42,2003,0.0
68,64,29,42,2004,0.0
68,64,29,42,2005,0.0
68,64,29,42,2006,0.0
68,64,29,42,2007,0.0
68,64,29,42,2008,0.0
68,64,29,42,2009,0.0
68,64,29,42,2010,0.0
68,64,29,42,2011,0.0
68,64,29,42,2012,0.0
68,64,29,42,2013,0.0
68,64,29,42,2014,0.0
68,64,29,42,2015,0.0
68,64,29,42,2016,0.0
68,64,29,44,2000,0.0
68,64,29,44,2001,0.0
68,64,29,44,2002,0.0
68,64,29,44,2003,0.0
68,64,29,44,2004,0.0
68,64,29,44,2005,0.0
68,64,29,44,2006,0.0
68,64,29,44,2007,0.0
68,64,29,44,2008,0.0
68,64,29,44,2009,0.0
68,64,29,44,2010,0.0
68,64,29,44,2011,0.0
68,64,29,44,2012,0.0
68,64,29,44,2013,0.0
68,64,29,44,2014,0.0
68,64,29,44,2015,0.0
68,64,29,44,2016,0.0
68,64,29,45,2000,0.0
68,64,29,45,2001,0.0
68,64,29,45,2002,0.0
68,64,29,45,2003,0.0
68,64,29,45,2004,0.0
68,64,29,45,2005,0.0
68,64,29,45,2006,0.0
68,64,29,45,2007,0.0
68,64,29,45,2008,0.0
68,64,29,45,2009,0.0
68,64,29,45,2010,0.0
68,64,29,45,2011,0.0
68,64,29,45,2012,0.0
68,64,29,45,2013,0.0
68,64,29,45,2014,0.0
68,64,29,45,2015,0.0
68,64,29,45,2016,0.0
68,64,29,72,2000,0.0
68,64,29,72,2001,0.0
68,64,29,72,2002,0.0
68,64,29,72,2003,0.0
68,64,29,72,2004,0.0
68,64,29,72,2005,0.0
68,64,29,72,2006,0.0
68,64,29,72,2007,0.0
68,64,29,72,2008,0.0
68,64,29,72,2009,0.0
68,64,29,72,2010,0.0
68,64,29,72,2011,0.0
68,64,29,72,2012,0.0
68,64,29,72,2013,0.0
68,64,29,72,2014,0.0
68,64,29,72,2015,0.0
68,64,29,72,2016,0.0
68,64,29,73,2000,0.0
68,64,29,73,2001,0.0
68,64,29,73,2002,0.0
68,64,29,73,2003,0.0
68,64,29,73,2004,0.0
68,64,29,73,2005,0.0
68,64,29,73,2006,0.0
68,64,29,73,2007,0.0
68,64,29,73,2008,0.0
68,64,29,73,2009,0.0
68,64,29,73,2010,0.0
68,64,29,73,2011,0.0
68,64,29,73,2012,0.0
68,64,29,73,2013,0.0
68,64,29,73,2014,0.0
68,64,29,73,2015,0.0
68,64,29,73,2016,0.0
68,64,30,42,2000,0.0
68,64,30,42,2001,0.0
68,64,30,42,2002,0.0
68,64,30,42,2003,0.0
68,64,30,42,2004,0.0
68,64,30,42,2005,0.0
68,64,30,42,2006,0.0
68,64,30,42,2007,0.0
68,64,30,42,2008,0.0
68,64,30,42,2009,0.0
68,64,30,42,2010,0.0
68,64,30,42,2011,0.0
68,64,30,42,2012,0.0
68,64,30,42,2013,0.0
68,64,30,42,2014,0.0
68,64,30,42,2015,0.0
68,64,30,42,2016,0.0
68,64,30,44,2000,0.0
68,64,30,44,2001,0.0
68,64,30,44,2002,0.0
68,64,30,44,2003,0.0
68,64,30,44,2004,0.0
68,64,30,44,2005,0.0
68,64,30,44,2006,0.0
68,64,30,44,2007,0.0
68,64,30,44,2008,0.0
68,64,30,44,2009,0.0
68,64,30,44,2010,0.0
68,64,30,44,2011,0.0
68,64,30,44,2012,0.0
68,64,30,44,2013,0.0
68,64,30,44,2014,0.0
68,64,30,44,2015,0.0
68,64,30,44,2016,0.0
68,64,30,45,2000,0.0
68,64,30,45,2001,0.0
68,64,30,45,2002,0.0
68,64,30,45,2003,0.0
68,64,30,45,2004,0.0
68,64,30,45,2005,0.0
68,64,30,45,2006,0.0
68,64,30,45,2007,0.0
68,64,30,45,2008,0.0
68,64,30,45,2009,0.0
68,64,30,45,2010,0.0
68,64,30,45,2011,0.0
68,64,30,45,2012,0.0
68,64,30,45,2013,0.0
68,64,30,45,2014,0.0
68,64,30,45,2015,0.0
68,64,30,45,2016,0.0
68,64,30,72,2000,0.0
68,64,30,72,2001,0.0
68,64,30,72,2002,0.0
68,64,30,72,2003,0.0
68,64,30,72,2004,0.0
68,64,30,72,2005,0.0
68,64,30,72,2006,0.0
68,64,30,72,2007,0.0
68,64,30,72,2008,0.0
68,64,30,72,2009,0.0
68,64,30,72,2010,0.0
68,64,30,72,2011,0.0
68,64,30,72,2012,0.0
68,64,30,72,2013,0.0
68,64,30,72,2014,0.0
68,64,30,72,2015,0.0
68,64,30,72,2016,0.0
68,64,30,73,2000,0.0
68,64,30,73,2001,0.0
68,64,30,73,2002,0.0
68,64,30,73,2003,0.0
68,64,30,73,2004,0.0
68,64,30,73,2005,0.0
68,64,30,73,2006,0.0
68,64,30,73,2007,0.0
68,64,30,73,2008,0.0
68,64,30,73,2009,0.0
68,64,30,73,2010,0.0
68,64,30,73,2011,0.0
68,64,30,73,2012,0.0
68,64,30,73,2013,0.0
68,64,30,73,2014,0.0
68,64,30,73,2015,0.0
68,64,30,73,2016,0.0
69,63,28,42,2000,0.0
69,63,28,42,2001,0.0
69,63,28,42,2002,0.0
69,63,28,42,2003,0.0
69,63,28,42,2004,0.0
69,63,28,42,2005,0.0
69,63,28,42,2006,0.0
69,63,28,42,2007,0.0
69,63,28,42,2008,0.0
69,63,28,42,2009,0.0
69,63,28,42,2010,0.0
69,63,28,42,2011,0.0
69,63,28,42,2012,0.0
69,63,28,42,2013,0.0
69,63,28,42,2014,0.0
69,63,28,42,2015,0.0
69,63,28,42,2016,0.0
69,63,28,44,2000,0.0
69,63,28,44,2001,0.0
69,63,28,44,2002,0.0
69,63,28,44,2003,0.0
69,63,28,44,2004,0.0
69,63,28,44,2005,0.0
69,63,28,44,2006,0.0
69,63,28,44,2007,0.0
69,63,28,44,2008,0.0
69,63,28,44,2009,0.0
69,63,28,44,2010,0.0
69,63,28,44,2011,0.0
69,63,28,44,2012,0.0
69,63,28,44,2013,0.0
69,63,28,44,2014,0.0
69,63,28,44,2015,0.0
69,63,28,44,2016,0.0
69,63,28,45,2000,0.0
69,63,28,45,2001,0.0
69,63,28,45,2002,0.0
69,63,28,45,2003,0.0
69,63,28,45,2004,0.0
69,63,28,45,2005,0.0
69,63,28,45,2006,0.0
69,63,28,45,2007,0.0
69,63,28,45,2008,0.0
69,63,28,45,2009,0.0
69,63,28,45,2010,0.0
69,63,28,45,2011,0.0
69,63,28,45,2012,0.0
69,63,28,45,2013,0.0
69,63,28,45,2014,0.0
69,63,28,45,2015,0.0
69,63,28,45,2016,0.0
69,63,28,72,2000,0.0
69,63,28,72,2001,0.0
69,63,28,72,2002,0.0
69,63,28,72,2003,0.0
69,63,28,72,2004,0.0
69,63,28,72,2005,0.0
69,63,28,72,2006,0.0
69,63,28,72,2007,0.0
69,63,28,72,2008,0.0
69,63,28,72,2009,0.0
69,63,28,72,2010,0.0
69,63,28,72,2011,0.0
69,63,28,72,2012,0.0
69,63,28,72,2013,0.0
69,63,28,72,2014,0.0
69,63,28,72,2015,0.0
69,63,28,72,2016,0.0
69,63,28,73,2000,0.0
69,63,28,73,2001,0.0
69,63,28,73,2002,0.0
69,63,28,73,2003,0.0
69,63,28,73,2004,0.0
69,63,28,73,2005,0.0
69,63,28,73,2006,0.0
69,63,28,73,2007,0.0
69,63,28,73,2008,0.0
69,63,28,73,2009,0.0
69,63,28,73,2010,0.0
69,63,28,73,2011,0.0
69,63,28,73,2012,0.0
69,63,28,73,2013,0.0
69,63,28,73,2014,0.0
69,63,28,73,2015,0.0
69,63,28,73,2016,0.0
69,63,29,42,2000,0.0
69,63,29,42,2001,0.0
69,63,29,42,2002,0.0
69,63,29,42,2003,0.0
69,63,29,42,2004,0.0
69,63,29,42,2005,0.0
69,63,29,42,2006,0.0
69,63,29,42,2007,0.0
69,63,29,42,2008,0.0
69,63,29,42,2009,0.0
69,63,29,42,2010,0.0
69,63,29,42,2011,0.0
69,63,29,42,2012,0.0
69,63,29,42,2013,0.0
69,63,29,42,2014,0.0
69,63,29,42,2015,0.0
69,63,29,42,2016,0.0
69,63,29,44,2000,0.0
69,63,29,44,2001,0.0
69,63,29,44,2002,0.0
69,63,29,44,2003,0.0
69,63,29,44,2004,0.0
69,63,29,44,2005,0.0
69,63,29,44,2006,0.0
69,63,29,44,2007,0.0
69,63,29,44,2008,0.0
69,63,29,44,2009,0.0
69,63,29,44,2010,0.0
69,63,29,44,2011,0.0
69,63,29,44,2012,0.0
69,63,29,44,2013,0.0
69,63,29,44,2014,0.0
69,63,29,44,2015,0.0
69,63,29,44,2016,0.0
69,63,29,45,2000,0.0
69,63,29,45,2001,0.0
69,63,29,45,2002,0.0
69,63,29,45,2003,0.0
69,63,29,45,2004,0.0
69,63,29,45,2005,0.0
69,63,29,45,2006,0.0
69,63,29,45,2007,0.0
69,63,29,45,2008,0.0
69,63,29,45,2009,0.0
69,63,29,45,2010,0.0
69,63,29,45,2011,0.0
69,63,29,45,2012,0.0
69,63,29,45,2013,0.0
69,63,29,45,2014,0.0
69,63,29,45,2015,0.0
69,63,29,45,2016,0.0
69,63,29,72,2000,0.0
69,63,29,72,2001,0.0
69,63,29,72,2002,0.0
69,63,29,72,2003,0.0
69,63,29,72,2004,0.0
69,63,29,72,2005,0.0
69,63,29,72,2006,0.0
69,63,29,72,2007,0.0
69,63,29,72,2008,0.0
69,63,29,72,2009,0.0
69,63,29,72,2010,0.0
69,63,29,72,2011,0.0
69,63,29,72,2012,0.0
69,63,29,72,2013,0.0
69,63,29,72,2014,0.0
69,63,29,72,2015,0.0
69,63,29,72,2016,0.0
69,63,29,73,2000,0.0
69,63,29,73,2001,0.0
69,63,29,73,2002,0.0
69,63,29,73,2003,0.0
69,63,29,73,2004,0.0
69,63,29,73,2005,0.0
69,63,29,73,2006,0.0
69,63,29,73,2007,0.0
69,63,29,73,2008,0.0
69,63,29,73,2009,0.0
69,63,29,73,2010,0.0
69,63,29,73,2011,0.0
69,63,29,73,2012,0.0
69,63,29,73,2013,0.0
69,63,29,73,2014,0.0
69,63,29,73,2015,0.0
69,63,29,73,2016,0.0
69,63,30,42,2000,0.0
69,63,30,42,2001,0.0
69,63,30,42,2002,0.0
69,63,30,42,2003,0.0
69,63,30,42,2004,0.0
69,63,30,42,2005,0.0
69,63,30,42,2006,0.0
69,63,30,42,2007,0.0
69,63,30,42,2008,0.0
69,63,30,42,2009,0.0
69,63,30,42,2010,0.0
69,63,30,42,2011,0.0
69,63,30,42,2012,0.0
69,63,30,42,2013,0.0
69,63,30,42,2014,0.0
69,63,30,42,2015,0.0
69,63,30,42,2016,0.0
69,63,30,44,2000,0.0
69,63,30,44,2001,0.0
69,63,30,44,2002,0.0
69,63,30,44,2003,0.0
69,63,30,44,2004,0.0
69,63,30,44,2005,0.0
69,63,30,44,2006,0.0
69,63,30,44,2007,0.0
69,63,30,44,2008,0.0
69,63,30,44,2009,0.0
69,63,30,44,2010,0.0
69,63,30,44,2011,0.0
69,63,30,44,2012,0.0
69,63,30,44,2013,0.0
69,63,30,44,2014,0.0
69,63,30,44,2015,0.0
69,63,30,44,2016,0.0
69,63,30,45,2000,0.0
69,63,30,45,2001,0.0
69,63,30,45,2002,0.0
69,63,30,45,2003,0.0
69,63,30,45,2004,0.0
69,63,30,45,2005,0.0
69,63,30,45,2006,0.0
69,63,30,45,2007,0.0
69,63,30,45,2008,0.0
69,63,30,45,2009,0.0
69,63,30,45,2010,0.0
69,63,30,45,2011,0.0
69,63,30,45,2012,0.0
69,63,30,45,2013,0.0
69,63,30,45,2014,0.0
69,63,30,45,2015,0.0
69,63,30,45,2016,0.0
69,63,30,72,2000,0.0
69,63,30,72,2001,0.0
69,63,30,72,2002,0.0
69,63,30,72,2003,0.0
69,63,30,72,2004,0.0
69,63,30,72,2005,0.0
69,63,30,72,2006,0.0
69,63,30,72,2007,0.0
69,63,30,72,2008,0.0
69,63,30,72,2009,0.0
69,63,30,72,2010,0.0
69,63,30,72,2011,0.0
69,63,30,72,2012,0.0
69,63,30,72,2013,0.0
69,63,30,72,2014,0.0
69,63,30,72,2015,0.0
69,63,30,72,2016,0.0
69,63,30,73,2000,0.0
69,63,30,73,2001,0.0
69,63,30,73,2002,0.0
69,63,30,73,2003,0.0
69,63,30,73,2004,0.0
69,63,30,73,2005,0.0
69,63,30,73,2006,0.0
69,63,30,73,2007,0.0
69,63,30,73,2008,0.0
69,63,30,73,2009,0.0
69,63,30,73,2010,0.0
69,63,30,73,2011,0.0
69,63,30,73,2012,0.0
69,63,30,73,2013,0.0
69,63,30,73,2014,0.0
69,63,30,73,2015,0.0
69,63,30,73,2016,0.0
69,64,28,42,2000,0.0
69,64,28,42,2001,0.0
69,64,28,42,2002,0.0
69,64,28,42,2003,0.0
69,64,28,42,2004,0.0
69,64,28,42,2005,0.0
69,64,28,42,2006,0.0
69,64,28,42,2007,0.0
69,64,28,42,2008,0.0
69,64,28,42,2009,0.0
69,64,28,42,2010,0.0
69,64,28,42,2011,0.0
69,64,28,42,2012,0.0
69,64,28,42,2013,0.0
69,64,28,42,2014,0.0
69,64,28,42,2015,0.0
69,64,28,42,2016,0.0
69,64,28,44,2000,0.0
69,64,28,44,2001,0.0
69,64,28,44,2002,0.0
69,64,28,44,2003,0.0
69,64,28,44,2004,0.0
69,64,28,44,2005,0.0
69,64,28,44,2006,0.0
69,64,28,44,2007,0.0
69,64,28,44,2008,0.0
69,64,28,44,2009,0.0
69,64,28,44,2010,0.0
69,64,28,44,2011,0.0
69,64,28,44,2012,0.0
69,64,28,44,2013,0.0
69,64,28,44,2014,0.0
69,64,28,44,2015,0.0
69,64,28,44,2016,0.0
69,64,28,45,2000,0.0
69,64,28,45,2001,0.0
69,64,28,45,2002,0.0
69,64,28,45,2003,0.0
69,64,28,45,2004,0.0
69,64,28,45,2005,0.0
69,64,28,45,2006,0.0
69,64,28,45,2007,0.0
69,64,28,45,2008,0.0
69,64,28,45,2009,0.0
69,64,28,45,2010,0.0
69,64,28,45,2011,0.0
69,64,28,45,2012,0.0
69,64,28,45,2013,0.0
69,64,28,45,2014,0.0
69,64,28,45,2015,0.0
69,64,28,45,2016,0.0
69,64,28,72,2000,0.0
69,64,28,72,2001,0.0
69,64,28,72,2002,0.0
69,64,28,72,2003,0.0
69,64,28,72,2004,0.0
69,64,28,72,2005,0.0
69,64,28,72,2006,0.0
69,64,28,72,2007,0.0
69,64,28,72,2008,0.0
69,64,28,72,2009,0.0
69,64,28,72,2010,0.0
69,64,28,72,2011,0.0
69,64,28,72,2012,0.0
69,64,28,72,2013,0.0
69,64,28,72,2014,0.0
69,64,28,72,2015,0.0
69,64,28,72,2016,0.0
69,64,28,73,2000,0.0
69,64,28,73,2001,0.0
69,64,28,73,2002,0.0
69,64,28,73,2003,0.0
69,64,28,73,2004,0.0
69,64,28,73,2005,0.0
69,64,28,73,2006,0.0
69,64,28,73,2007,0.0
